;FAIXA ETÁRIA;SEXO;COR/RAÇA;SITUAÇÃO DE CONCLUSÃO;IDIOMA;RENDA;NOTA_CN;NOTA_MT;NOTA_CH;NOTA_LC;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;NOTAS
4042;2;0;5;1;0;2;385.2;471.6;567.5;520.7;160.0;200.0;160.0;180.0;160.0;860.0;561.0
4043;1;0;0;0;1;1;488.2;435.1;412.7;451.6;140.0;120.0;120.0;140.0;100.0;620.0;481.52
4044;0;0;0;0;0;5;573.5;503.7;362.1;473.8;100.0;80.0;100.0;120.0;0.0;400.0;462.62000000000006
4045;0;0;5;0;0;0;449.2792018318667;464.5184738860516;411.4;458.7;120.0;100.0;100.0;120.0;20.0;460.0;266.02
4046;3;0;1;1;1;0;582.3;768.9;583.5;502.3;160.0;200.0;180.0;200.0;160.0;900.0;667.4
4047;0;0;4;0;1;1;467.0;528.0;510.6;439.5;140.0;120.0;140.0;140.0;120.0;660.0;521.02
4048;4;0;4;1;0;2;538.8;413.2;475.9;545.7;120.0;200.0;120.0;120.0;160.0;720.0;538.72
4049;1;0;1;0;0;1;434.1;515.1;345.8;534.4;140.0;200.0;100.0;120.0;140.0;700.0;505.88
4050;0;0;4;0;0;3;514.8504177331906;584.8086508014842;521.4;535.0;120.0;200.0;120.0;160.0;180.0;780.0;367.28
4051;0;0;4;0;1;10;591.7;718.9;666.4;579.8;140.0;200.0;120.0;160.0;120.0;740.0;659.36
4052;9;1;0;1;0;1;386.2;370.5;473.4;397.3;100.0;120.0;80.0;80.0;120.0;500.0;425.48
4053;3;0;4;1;1;3;549.1;561.3;570.9;553.2;140.0;140.0;120.0;160.0;100.0;660.0;578.9
4054;1;0;1;1;0;5;574.5;657.9;580.8;557.9;140.0;200.0;140.0;200.0;200.0;880.0;650.22
4055;3;1;1;0;0;1;448.4;483.6;507.3;459.9;100.0;120.0;120.0;140.0;100.0;580.0;495.84
4056;1;0;4;0;1;0;441.9;599.3;437.4;471.3;160.0;200.0;160.0;160.0;200.0;880.0;565.98
4057;1;0;4;0;1;1;548.8;479.4;633.1;574.1;120.0;100.0;80.0;120.0;0.0;420.0;531.08
4058;2;1;4;0;0;1;362.3;446.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;161.82
4059;1;1;1;0;1;3;399.8;379.6;416.0;490.0;80.0;120.0;120.0;100.0;120.0;540.0;445.08
4060;1;0;4;0;1;1;509.1;638.8;547.6;525.2;120.0;120.0;100.0;120.0;60.0;520.0;548.14
4061;1;1;1;0;0;0;459.8;565.4;472.2;439.0;60.0;100.0;80.0;80.0;0.0;320.0;451.28
4062;1;1;1;0;0;1;435.4;534.7;441.1;425.3;120.0;120.0;120.0;120.0;120.0;600.0;487.3
4063;3;1;1;1;1;1;500.6;629.3;510.0;524.5;100.0;180.0;120.0;120.0;180.0;700.0;572.88
4064;3;1;4;1;1;1;562.9;660.3;608.1;526.6;120.0;120.0;140.0;140.0;180.0;700.0;611.58
4065;0;0;4;0;0;7;508.7;497.2;373.4;460.6;100.0;120.0;100.0;100.0;100.0;520.0;471.98
4066;9;1;0;1;1;4;422.3;461.1;380.3;537.4;100.0;120.0;100.0;80.0;80.0;480.0;456.22
4067;1;0;1;0;1;9;600.5;727.3;642.8;594.6;160.0;180.0;180.0;180.0;200.0;900.0;693.04
4068;4;0;1;1;1;5;534.1;428.1;589.7;594.8;180.0;200.0;180.0;200.0;180.0;940.0;617.34
4069;2;0;1;1;1;2;599.8;726.8;658.2;607.0;180.0;200.0;200.0;200.0;200.0;980.0;714.36
4070;9;0;4;1;0;0;410.7;413.2;481.1;432.2;120.0;120.0;120.0;120.0;120.0;600.0;467.44
4071;1;1;4;0;0;3;352.5;480.1;429.3;438.4;140.0;120.0;120.0;120.0;40.0;540.0;448.06000000000006
4072;0;1;4;0;1;1;450.0;479.9;433.5;378.4;100.0;120.0;100.0;120.0;40.0;480.0;444.36
4073;11;1;4;1;0;6;445.9;451.5;454.7;386.8;120.0;200.0;120.0;120.0;100.0;660.0;479.78
4074;1;0;5;0;0;1;362.0;426.1;420.4;380.7;120.0;120.0;120.0;80.0;120.0;560.0;429.84
4075;8;1;4;1;1;5;647.6;644.2;618.6;535.3;160.0;160.0;160.0;160.0;120.0;760.0;641.14
4076;4;0;4;1;0;2;481.4;419.4;414.5;367.2;100.0;160.0;120.0;140.0;140.0;660.0;468.5
4077;1;0;4;0;0;0;454.8;372.9;472.7;500.0;120.0;120.0;100.0;140.0;120.0;600.0;480.08
4078;3;1;4;1;1;1;485.0;522.3;552.3;549.6;120.0;180.0;100.0;180.0;180.0;760.0;573.8399999999999
4079;3;0;3;1;0;1;437.0;456.0;566.3;467.9;80.0;120.0;120.0;120.0;40.0;480.0;481.44
4080;2;1;1;1;1;1;491.3;469.3;598.2;572.2;100.0;200.0;140.0;140.0;140.0;720.0;570.2
4081;9;0;4;1;1;1;419.6;484.2;401.4;336.5;80.0;120.0;80.0;80.0;0.0;360.0;400.34
4082;3;0;4;1;1;6;462.1;452.3;518.7;523.1;120.0;120.0;100.0;120.0;120.0;580.0;507.24
4083;3;1;4;1;1;2;463.5;630.3;604.7;526.6;100.0;180.0;100.0;100.0;100.0;580.0;561.0200000000001
4084;1;1;1;0;0;7;529.2;458.3;518.6;469.1;120.0;120.0;120.0;120.0;80.0;560.0;507.04
4085;5;1;4;1;0;0;420.8;395.1;437.7;416.5;120.0;40.0;40.0;140.0;40.0;380.0;410.02
4086;1;0;4;0;0;1;353.5;483.4;462.0;451.3;120.0;160.0;80.0;100.0;120.0;580.0;466.04
4087;1;0;4;1;1;2;446.0;398.9;497.5;477.6;140.0;200.0;160.0;160.0;200.0;860.0;536.0
4088;0;0;4;0;1;1;407.0;474.7;371.6;509.0;80.0;120.0;80.0;100.0;100.0;480.0;448.46
4089;4;0;4;1;0;1;477.0;446.2;468.1;396.2;60.0;120.0;100.0;100.0;140.0;520.0;461.5
4090;3;0;3;1;0;1;544.9;491.9;576.5;569.4;100.0;140.0;120.0;120.0;140.0;620.0;560.5400000000001
4091;3;0;2;1;0;3;395.4;505.4;461.0;431.9;120.0;200.0;120.0;120.0;100.0;660.0;490.74
4092;1;0;4;1;1;0;403.9;459.1;360.1;376.4;100.0;120.0;120.0;80.0;80.0;500.0;419.9
4093;2;0;4;1;1;13;537.3;624.1;595.5;517.6;160.0;200.0;200.0;200.0;200.0;960.0;646.9
4094;1;0;4;0;0;3;411.1;458.2;435.0;493.3;100.0;120.0;120.0;100.0;80.0;520.0;463.5200000000001
4095;3;0;1;1;0;1;386.2;470.6;439.4;547.3;140.0;120.0;120.0;140.0;120.0;640.0;496.7
4096;1;1;4;0;1;0;507.2;446.7;542.9;498.6;100.0;120.0;120.0;140.0;120.0;600.0;519.08
4097;2;0;4;0;0;1;403.0;448.0;498.2;452.8;120.0;120.0;120.0;140.0;40.0;540.0;468.4
4098;8;0;4;1;0;2;417.1;378.8;432.2;395.0;120.0;120.0;120.0;160.0;140.0;660.0;456.62
4099;3;0;1;1;1;1;438.1;429.7;473.8;418.7;120.0;200.0;120.0;120.0;180.0;740.0;500.06000000000006
4100;0;0;1;0;1;1;470.3;593.5;474.8;461.5;120.0;120.0;120.0;120.0;120.0;600.0;520.02
4101;1;0;1;0;1;12;529.5;686.1;537.0;550.9;160.0;120.0;140.0;160.0;160.0;740.0;608.7
4102;2;1;1;1;0;16;641.3;721.3;687.3;587.8;140.0;200.0;160.0;180.0;200.0;880.0;703.54
4103;4;0;5;1;1;2;435.5;546.7;415.3;486.2;140.0;200.0;120.0;160.0;140.0;760.0;528.74
4104;5;0;1;1;1;12;571.7;671.4;673.4;583.2;160.0;200.0;160.0;180.0;200.0;900.0;679.9399999999999
4105;1;1;4;0;0;0;491.9;478.4;428.1;330.6;80.0;160.0;100.0;100.0;120.0;560.0;457.8
4106;1;0;4;1;0;2;481.8;366.3;571.5;493.4;100.0;160.0;120.0;180.0;180.0;740.0;530.6
4107;18;0;4;0;1;3;411.1;585.6;435.4;536.7;160.0;200.0;160.0;200.0;200.0;920.0;577.76
4108;2;0;4;0;1;1;463.8;476.0;649.2;587.8;140.0;120.0;140.0;120.0;140.0;660.0;567.36
4109;1;1;5;0;0;1;468.8;661.6;517.9;518.9;120.0;120.0;120.0;140.0;120.0;620.0;557.4399999999999
4110;3;1;4;1;0;1;454.3;562.2;436.9;417.1;120.0;120.0;120.0;120.0;120.0;600.0;494.1
4111;0;1;1;0;0;1;388.5;427.4;458.5;407.8;60.0;120.0;100.0;80.0;80.0;440.0;424.44
4112;0;0;1;0;1;1;454.5;408.8;540.8;532.1;120.0;140.0;100.0;120.0;140.0;620.0;511.24
4113;3;1;5;1;0;0;558.9;527.3;533.7;416.0;80.0;120.0;120.0;100.0;100.0;520.0;511.18
4114;1;0;5;0;0;1;402.5;424.7;382.1;403.0;100.0;120.0;80.0;120.0;20.0;440.0;410.46
4115;2;0;4;1;1;1;537.8;538.5;561.0;557.9;140.0;100.0;120.0;120.0;100.0;580.0;555.04
4116;13;0;5;1;0;0;432.9;519.5;535.6;557.0;120.0;120.0;120.0;120.0;120.0;600.0;529.0
4117;2;1;1;1;1;2;542.0;578.0;662.1;611.2;160.0;200.0;140.0;200.0;200.0;900.0;658.6600000000001
4118;9;0;4;1;1;2;411.4;372.5;486.0;540.9;120.0;180.0;120.0;140.0;140.0;700.0;502.16
4119;5;0;4;1;1;2;538.5;552.7;602.8;571.1;160.0;200.0;160.0;160.0;180.0;860.0;625.0200000000001
4120;1;0;1;0;0;2;500.2;577.5;516.3;515.6;120.0;40.0;40.0;180.0;40.0;420.0;505.92
4121;0;0;5;0;1;4;435.0;465.5;549.5;478.9;140.0;160.0;120.0;120.0;120.0;660.0;517.78
4122;1;0;2;0;1;1;427.7;442.3;543.1;505.7;160.0;160.0;140.0;180.0;120.0;760.0;535.76
4123;8;0;1;1;1;1;484.2741975229636;516.4930888712365;564.0;461.7;120.0;120.0;120.0;140.0;140.0;640.0;333.14
4124;2;0;4;1;0;1;389.0;458.9;412.4;394.9;120.0;180.0;120.0;140.0;140.0;700.0;471.04
4125;4;1;1;1;0;5;552.2;617.7;563.4;541.8;120.0;120.0;120.0;100.0;100.0;560.0;567.02
4126;6;0;5;1;0;1;513.9;537.9;494.2;506.4;80.0;100.0;80.0;80.0;80.0;420.0;494.48
4127;1;0;3;0;1;3;358.4;523.6;401.2;433.0;80.0;120.0;80.0;80.0;140.0;500.0;443.24
4128;9;1;1;1;0;2;560.3;620.0;669.7;567.8;160.0;200.0;160.0;180.0;200.0;900.0;663.5600000000001
4129;9;1;4;1;0;6;556.7;557.5;596.2;595.2;120.0;120.0;120.0;120.0;120.0;600.0;581.1200000000001
4130;1;1;1;0;1;0;364.5;480.0;405.1;399.1;80.0;120.0;120.0;120.0;140.0;580.0;445.74
4131;0;0;1;0;1;3;512.7;631.1;520.6;533.0;140.0;120.0;100.0;180.0;160.0;700.0;579.48
4132;1;1;4;0;1;1;427.4517742135926;491.5123133129755;386.5;450.8;140.0;120.0;100.0;120.0;140.0;620.0;291.46
4133;5;0;4;1;0;1;509.3;424.3;360.4;464.4;80.0;120.0;100.0;80.0;100.0;480.0;447.68
4134;1;0;1;0;0;3;435.6;533.6;431.0;504.9;120.0;120.0;120.0;120.0;140.0;620.0;505.02
4135;1;0;4;0;0;1;451.2;496.6;417.3;499.8;140.0;120.0;140.0;180.0;140.0;720.0;516.98
4136;1;1;4;0;1;0;554.6;515.5;572.6;530.8;100.0;120.0;120.0;120.0;80.0;540.0;542.7
4137;1;0;1;0;0;0;459.6;483.9;549.4;484.8;120.0;200.0;120.0;180.0;140.0;760.0;547.54
4138;5;0;1;1;0;1;623.6;578.9;616.4;566.9;120.0;120.0;120.0;140.0;40.0;540.0;585.1600000000001
4139;1;1;4;0;0;1;457.7;465.4;465.7;461.2;120.0;120.0;80.0;100.0;0.0;420.0;454.0
4140;4;1;4;1;1;1;500.9;375.8;512.9;392.8;120.0;40.0;100.0;120.0;80.0;460.0;448.48
4141;6;1;5;1;0;1;396.0;554.0;486.5;496.7;120.0;120.0;120.0;140.0;140.0;640.0;514.64
4142;0;1;3;0;1;0;487.9;451.3;390.1;513.2;100.0;120.0;120.0;160.0;80.0;580.0;484.5
4143;1;0;4;1;1;2;528.6;579.9;591.5;495.2;120.0;180.0;120.0;120.0;160.0;700.0;579.04
4144;10;1;1;1;0;1;444.7;436.4;515.2;431.0;0.0;0.0;0.0;0.0;0.0;0.0;365.46
4145;3;1;4;0;0;7;514.4;467.0;548.7;474.8;100.0;120.0;120.0;100.0;120.0;560.0;512.98
4146;18;0;4;0;1;3;521.4;618.2;600.3;548.7;120.0;200.0;120.0;140.0;140.0;720.0;601.72
4147;1;0;4;0;1;4;394.2;409.5;623.2;592.8;120.0;120.0;120.0;120.0;100.0;580.0;519.9399999999999
4148;2;1;1;1;1;3;541.796067655268;602.0151292206721;642.2;569.7;100.0;120.0;120.0;120.0;160.0;620.0;366.38
4149;4;0;4;1;0;11;534.5;637.7;595.1;527.9;160.0;200.0;160.0;180.0;160.0;860.0;631.04
4150;4;0;5;1;0;1;507.5;480.8;547.8;526.2;160.0;200.0;160.0;200.0;140.0;860.0;584.46
4151;0;0;0;0;1;1;442.1;473.8;445.8;350.2;80.0;100.0;80.0;80.0;80.0;420.0;426.38
4152;2;1;4;1;1;4;504.6;616.1;490.6;565.3;120.0;180.0;120.0;120.0;140.0;680.0;571.3199999999999
4153;1;0;1;0;1;6;681.6;767.8;630.4;614.7;160.0;200.0;200.0;200.0;200.0;960.0;730.9
4154;5;1;3;1;1;4;486.4;706.8;577.9;550.1;100.0;200.0;140.0;120.0;120.0;680.0;600.24
4155;10;0;4;1;1;4;531.9;468.3;559.8;472.2;120.0;120.0;100.0;120.0;140.0;600.0;526.4399999999999
4156;0;1;4;0;1;4;427.0;597.2;580.6;494.9;120.0;180.0;100.0;120.0;160.0;680.0;555.9399999999999
4157;9;1;5;1;0;1;436.9;410.8;507.2;370.3;100.0;120.0;80.0;100.0;80.0;480.0;441.04
4158;0;0;1;0;0;1;364.8;396.7;384.3;475.1;120.0;120.0;120.0;100.0;120.0;580.0;440.18
4159;2;0;4;1;1;0;438.9;432.1;379.2;488.4;80.0;120.0;80.0;120.0;0.0;400.0;427.72
4160;1;0;1;0;0;8;529.1;392.3;528.4;478.3;120.0;100.0;120.0;120.0;100.0;560.0;497.62
4161;0;0;4;0;0;3;383.9;442.7;504.6;378.6;100.0;120.0;100.0;120.0;80.0;520.0;445.96
4162;2;0;4;1;1;2;449.9;496.7;368.3;451.1;120.0;180.0;120.0;120.0;120.0;660.0;485.2
4163;5;1;4;1;1;3;658.5;749.0;679.7;591.6;200.0;200.0;180.0;200.0;200.0;980.0;731.76
4164;9;1;1;1;1;2;479.5;583.8;463.4;439.4;80.0;120.0;80.0;80.0;120.0;480.0;489.22
4165;0;0;4;0;1;2;483.1;550.4;467.5;436.6;120.0;120.0;80.0;120.0;80.0;520.0;491.52
4166;1;0;4;0;0;1;544.4;517.2;454.2;559.5;120.0;140.0;120.0;140.0;160.0;680.0;551.0600000000001
4167;0;0;0;0;0;2;399.7;373.7;464.1;484.6;120.0;120.0;120.0;140.0;120.0;620.0;468.4200000000001
4168;1;1;1;0;0;7;550.1;444.9;434.2;528.3;80.0;120.0;80.0;120.0;120.0;520.0;495.5
4169;1;0;1;0;0;1;441.1;556.3;462.4;534.2;120.0;200.0;120.0;140.0;180.0;760.0;550.8
4170;0;1;4;0;1;1;373.8;460.5;396.0;425.9;120.0;200.0;160.0;180.0;180.0;840.0;499.24
4171;1;1;5;0;0;7;549.0;562.7;564.9;530.4;100.0;120.0;120.0;120.0;120.0;580.0;557.4
4172;1;1;1;0;0;0;412.0;450.0;407.0;416.6;0.0;0.0;0.0;0.0;0.0;0.0;337.12
4173;9;1;1;1;1;2;433.1;380.5;433.5;334.6;120.0;120.0;120.0;120.0;60.0;540.0;424.34
4174;5;0;5;1;1;2;439.9;487.0;383.1;558.0;120.0;120.0;120.0;140.0;120.0;620.0;497.6
4175;7;0;4;1;0;0;448.3;404.8;446.6;456.7;120.0;120.0;100.0;120.0;120.0;580.0;467.28
4176;9;0;5;1;0;1;435.7;418.8;383.3;549.5;120.0;100.0;80.0;100.0;60.0;460.0;449.46
4177;0;1;1;0;1;1;608.8;659.0;540.1;552.2;100.0;180.0;120.0;120.0;160.0;680.0;608.0200000000001
4178;9;0;1;1;0;1;469.9;408.2;402.5;456.2;80.0;100.0;80.0;80.0;0.0;340.0;415.36
4179;5;1;1;1;1;6;765.6;772.9;759.1;686.5;160.0;180.0;140.0;200.0;200.0;880.0;772.8199999999999
4180;0;1;4;0;1;4;629.9;636.7;589.2;519.0;120.0;40.0;40.0;140.0;40.0;380.0;550.96
4181;4;1;1;1;1;7;653.4;730.2;663.0;617.0;120.0;180.0;120.0;120.0;120.0;660.0;664.72
4182;0;1;5;0;0;1;469.9008232423749;505.8057105516406;479.3;489.2;100.0;120.0;120.0;140.0;140.0;620.0;317.7
4183;2;0;4;1;1;1;529.6;406.6;441.0;432.2;140.0;180.0;160.0;180.0;180.0;840.0;529.88
4184;0;0;4;0;1;1;396.9;421.9;390.0;461.8;100.0;120.0;80.0;80.0;60.0;440.0;422.12
4185;1;1;4;0;0;1;419.8;526.0;355.4;391.5;140.0;120.0;100.0;120.0;0.0;480.0;434.54
4186;4;0;5;1;1;2;403.7;365.5;382.8;442.2;120.0;140.0;120.0;160.0;160.0;700.0;458.84
4187;1;1;4;0;1;1;430.5;456.4;515.9;485.0;120.0;120.0;100.0;100.0;100.0;540.0;485.56000000000006
4188;1;0;4;0;0;2;353.7;426.9;350.5;387.7;160.0;180.0;120.0;140.0;200.0;800.0;463.7600000000001
4189;1;0;4;0;0;2;431.9;584.7;380.5;419.6;100.0;120.0;80.0;80.0;60.0;440.0;451.34
4190;1;1;4;0;0;1;470.8;459.2;477.4;500.9;160.0;180.0;120.0;160.0;140.0;760.0;533.6600000000001
4191;1;1;4;0;1;3;436.2;583.8;382.3;470.5;140.0;120.0;100.0;120.0;120.0;600.0;494.56000000000006
4192;2;0;1;1;1;2;362.5;619.0;474.7;485.9;120.0;200.0;120.0;160.0;160.0;760.0;540.42
4193;1;0;4;0;0;0;388.4;409.4;547.9;494.7;80.0;120.0;80.0;120.0;60.0;460.0;460.08
4194;1;0;4;0;0;1;462.8;409.2;474.1;396.0;80.0;120.0;120.0;120.0;140.0;580.0;464.4200000000001
4195;2;0;2;1;1;1;377.5601189034288;419.7404239387667;432.3;385.8;60.0;120.0;80.0;80.0;60.0;400.0;243.62
4196;0;0;4;0;1;6;451.0;501.6;579.0;558.1;160.0;200.0;160.0;200.0;200.0;920.0;601.9399999999999
4197;11;0;4;1;0;1;475.8150511831732;416.7716122769619;354.5;445.3;0.0;0.0;0.0;0.0;0.0;0.0;159.95999999999998
4198;2;0;1;1;0;1;529.8;531.7;612.1;580.2;160.0;160.0;120.0;140.0;140.0;720.0;594.76
4199;2;1;1;1;1;2;476.5;594.4;527.1;567.9;120.0;40.0;40.0;180.0;40.0;420.0;517.1800000000001
4200;3;0;4;1;0;1;458.7;406.4;472.5;448.1;140.0;200.0;140.0;160.0;140.0;780.0;513.1400000000001
4201;2;0;1;1;1;0;441.8;389.1;415.3;448.7;120.0;120.0;120.0;120.0;20.0;500.0;438.98
4202;2;1;4;1;1;1;571.2;600.2;430.5;529.9;120.0;120.0;140.0;140.0;140.0;660.0;558.36
4203;3;0;3;1;0;12;551.1;409.8;442.2;473.8;140.0;120.0;100.0;80.0;0.0;440.0;463.38
4204;2;1;1;1;0;1;466.5;624.1;409.5;468.4;100.0;80.0;80.0;80.0;120.0;460.0;485.7
4205;0;0;1;0;1;13;537.5;694.8;589.3;526.1;160.0;200.0;160.0;180.0;180.0;880.0;645.54
4206;1;0;4;0;0;1;498.8;604.9;608.7;553.9;120.0;120.0;120.0;120.0;80.0;560.0;565.26
4207;4;1;1;1;1;1;525.0;730.9;400.0;534.1;160.0;200.0;180.0;180.0;200.0;920.0;622.0
4208;9;0;5;1;0;1;385.0;426.3;394.9;423.7;120.0;120.0;120.0;120.0;160.0;640.0;453.98
4209;0;0;4;0;1;1;557.0;453.0;538.2;454.3;160.0;120.0;80.0;120.0;120.0;600.0;520.5
4210;0;0;5;1;1;3;415.3;471.2;507.3;494.5;100.0;140.0;120.0;120.0;80.0;560.0;489.66
4211;1;0;1;1;0;1;412.5;468.8;549.8;516.1;100.0;120.0;100.0;100.0;100.0;520.0;493.44
4212;8;1;5;1;1;1;397.5;493.0;465.0;418.5;60.0;120.0;100.0;100.0;100.0;480.0;450.8
4213;9;0;0;1;1;1;415.7;383.5;433.8;492.5;80.0;120.0;80.0;100.0;80.0;460.0;437.1
4214;1;0;4;0;0;1;405.8;411.3;518.9;495.0;120.0;160.0;100.0;120.0;200.0;700.0;506.2
4215;3;0;4;1;0;1;429.1;411.6;521.4;463.7;80.0;120.0;120.0;100.0;60.0;480.0;461.16
4216;3;0;1;1;0;2;439.3;429.9;431.7;487.3;120.0;120.0;100.0;120.0;140.0;600.0;477.64
4217;1;0;4;0;0;2;491.2;548.9;620.3;563.6;120.0;120.0;120.0;120.0;140.0;620.0;568.8
4218;1;0;1;0;1;1;424.5;383.4;439.9;503.3;80.0;100.0;80.0;120.0;60.0;440.0;438.22
4219;2;1;1;1;1;8;660.4;620.0;680.4;575.2;180.0;200.0;160.0;200.0;200.0;940.0;695.2
4220;3;1;4;1;1;1;402.5;576.3;397.1;442.0;100.0;120.0;120.0;120.0;120.0;580.0;479.58
4221;2;1;1;1;1;0;351.2;447.9;464.4;339.9;80.0;120.0;100.0;120.0;120.0;540.0;428.68
4222;0;1;4;0;0;0;453.8;401.3;467.3;420.9;120.0;120.0;100.0;100.0;0.0;440.0;436.66
4223;2;1;2;1;0;2;365.2;497.9;524.9;429.7;120.0;140.0;80.0;120.0;100.0;560.0;475.54
4224;0;0;4;0;0;2;439.3;425.4;462.4;523.2;120.0;120.0;100.0;120.0;20.0;480.0;466.06000000000006
4225;9;1;4;1;1;0;350.1;494.4;498.9;337.8;120.0;180.0;140.0;180.0;160.0;780.0;492.24
4226;4;1;2;1;1;1;485.6;385.5;479.1;447.0;100.0;120.0;120.0;120.0;20.0;480.0;455.44
4227;14;0;4;1;1;5;551.0;393.6;473.1;445.6;100.0;120.0;100.0;80.0;0.0;400.0;452.66
4228;10;0;1;1;0;1;404.0;507.5;412.1;455.0;100.0;180.0;80.0;120.0;160.0;640.0;483.72
4229;0;1;1;0;0;1;562.6;593.3;551.6;551.5;100.0;160.0;120.0;120.0;80.0;580.0;567.8
4230;0;0;5;0;0;1;441.2;375.5;574.2;459.6;80.0;120.0;120.0;120.0;80.0;520.0;474.1
4231;9;1;1;1;1;3;591.6;640.6;638.1;628.6;160.0;140.0;120.0;140.0;120.0;680.0;635.78
4232;2;0;4;1;1;3;567.8;545.1;516.6;522.7;120.0;180.0;140.0;160.0;180.0;780.0;586.44
4233;1;0;4;0;1;0;347.7;392.6;448.3;382.9;100.0;120.0;100.0;100.0;40.0;460.0;406.3
4234;7;0;4;1;0;2;543.2;578.5;586.0;599.5;120.0;120.0;80.0;100.0;40.0;460.0;553.4399999999999
4235;0;1;4;0;0;6;479.3;457.9;387.9;436.2;120.0;120.0;80.0;140.0;80.0;540.0;460.2600000000001
4236;2;0;5;1;0;2;454.3;499.1;556.1;422.2;100.0;200.0;160.0;120.0;180.0;760.0;538.34
4237;0;0;0;0;0;1;417.7;430.7;428.1;433.2;120.0;180.0;140.0;140.0;20.0;600.0;461.94
4238;6;0;4;1;0;5;472.8;429.6;497.9;441.1;120.0;200.0;120.0;120.0;120.0;680.0;504.28
4239;2;1;5;1;1;1;461.2;438.3;559.2;543.5;120.0;140.0;120.0;120.0;140.0;640.0;528.4399999999999
4240;2;0;4;1;1;0;433.4;533.2;443.2;463.8;120.0;160.0;140.0;160.0;120.0;700.0;514.72
4241;3;0;4;1;1;3;425.7;412.8;343.3;436.0;80.0;140.0;100.0;140.0;100.0;560.0;435.56000000000006
4242;0;1;1;0;1;1;447.4;434.5;405.4;420.7;80.0;100.0;80.0;80.0;40.0;380.0;417.6
4243;8;0;4;1;0;3;502.7;492.6;473.2;365.9;100.0;120.0;120.0;120.0;0.0;460.0;458.88
4244;1;0;4;0;0;1;474.1;473.6;566.2;536.4;100.0;120.0;120.0;100.0;120.0;560.0;522.0600000000001
4245;1;0;4;0;0;0;435.2;453.7;503.0;468.3;120.0;120.0;100.0;120.0;80.0;540.0;480.04
4246;5;0;1;0;1;0;422.59465092082974;478.70776235253214;467.4;356.8;100.0;120.0;80.0;80.0;80.0;460.0;256.84000000000003
4247;1;0;4;1;0;5;397.19603021033726;473.57382120044224;333.9;449.3;140.0;200.0;120.0;140.0;0.0;600.0;276.64
4248;8;0;0;1;0;0;415.5;444.2;432.5;310.6;120.0;120.0;100.0;120.0;40.0;500.0;420.56000000000006
4249;2;0;4;1;1;1;485.6;479.2;524.8;522.5;120.0;120.0;100.0;120.0;80.0;540.0;510.4200000000001
4250;3;1;4;0;0;0;448.5;387.6;0.0;341.0;80.0;120.0;80.0;100.0;100.0;480.0;331.42
4251;1;1;5;1;0;7;418.9;381.9;374.0;423.6;80.0;120.0;100.0;120.0;0.0;420.0;403.68
4252;4;0;4;1;1;0;362.1;396.9;477.7;383.7;100.0;140.0;120.0;120.0;20.0;500.0;424.08
4253;0;0;3;0;1;1;416.8;394.3;486.9;447.9;120.0;120.0;120.0;120.0;120.0;600.0;469.18
4254;3;0;2;1;1;1;465.3;550.1;593.7;499.4;120.0;180.0;120.0;120.0;180.0;720.0;565.7
4255;3;0;4;1;0;1;403.1;414.4;451.8;494.4;80.0;120.0;80.0;80.0;100.0;460.0;444.74000000000007
4256;1;0;1;0;0;1;448.7;422.4;563.9;544.9;120.0;140.0;120.0;100.0;40.0;520.0;499.98
4257;7;0;4;1;0;2;385.6;359.9;480.4;439.2;120.0;120.0;120.0;120.0;80.0;560.0;445.02
4258;13;0;3;1;1;2;431.5;441.3;587.3;424.2;120.0;120.0;120.0;120.0;80.0;560.0;488.86
4259;1;0;4;1;0;1;487.8;549.3;527.9;466.4;100.0;120.0;120.0;120.0;140.0;600.0;526.28
4260;1;1;4;0;0;1;439.9;447.9;454.6;513.3;100.0;120.0;100.0;120.0;80.0;520.0;475.14
4261;1;0;5;1;1;16;623.6;781.8;676.1;663.5;160.0;180.0;140.0;180.0;200.0;860.0;721.0
4262;1;0;1;1;1;1;433.26476811186;483.4366079780028;397.5;471.0;120.0;200.0;120.0;120.0;160.0;720.0;317.7
4263;8;1;1;1;1;3;735.5;804.9;715.8;679.9;120.0;140.0;140.0;120.0;160.0;680.0;723.22
4264;1;1;4;0;0;1;463.9;511.7;448.5;515.9;120.0;120.0;100.0;120.0;80.0;540.0;496.0
4265;2;1;4;0;0;5;433.0;413.4;561.8;498.4;80.0;100.0;100.0;100.0;80.0;460.0;473.32
4266;0;0;1;0;0;1;416.9;484.5;460.8;503.4;140.0;180.0;140.0;200.0;200.0;860.0;545.12
4267;9;0;4;1;0;1;434.1;458.3;507.3;417.8;100.0;120.0;80.0;80.0;80.0;460.0;455.5
4268;0;0;1;0;0;0;449.9;614.6;552.7;549.7;160.0;200.0;160.0;180.0;180.0;880.0;609.38
4269;1;0;5;0;0;2;502.2;480.6;542.7;568.2;120.0;120.0;120.0;120.0;140.0;620.0;542.74
4270;0;1;5;0;1;3;601.4;624.9;620.7;562.5;140.0;40.0;40.0;180.0;40.0;440.0;569.9
4271;9;1;4;1;1;5;493.6;464.0;556.6;536.7;120.0;120.0;100.0;140.0;120.0;600.0;530.1800000000001
