;FAIXA ETÁRIA;SEXO;COR/RAÇA;SITUAÇÃO DE CONCLUSÃO;TIPO DE ESCOLA;LOCALIZAÇÃO DA ESCOLA;mun;NO_MUNICIPIO_PROVA;IDIOMA;STATUS DA REDAÇÃO;RENDA;INTERNET;NOTA_CN;NOTA_MT;NOTA_CH;NOTA_LC;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;NOTAS;PRESENCA
2613;19 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;2604106;Caruaru;Espanhol;Sem problemas;0.0;Não;516.2;533.8;555.3;540.6;140.0;200.0;160.0;180.0;160.0;840.0;597.1800000000001;4
2614;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2601201;Arcoverde;Inglês;Sem problemas;1.0;Sim;518.0;652.7;584.8;585.1;140.0;120.0;120.0;120.0;140.0;640.0;596.1200000000001;4
2615;25 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2601201;Arcoverde;Espanhol;Sem problemas;0.0;Sim;438.6;478.4;467.6;422.9;100.0;180.0;100.0;140.0;140.0;660.0;493.5;4
2616;24 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2606002;Garanhuns;Inglês;Sem problemas;2.5;Sim;447.1;446.6;418.1;400.1;140.0;120.0;120.0;120.0;100.0;600.0;462.38;4
2617;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Inglês;Sem problemas;2.5;Sim;344.5;429.4;465.2;450.1;120.0;120.0;120.0;100.0;140.0;600.0;457.84000000000003;4
2618;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609600;Olinda;Espanhol;Sem problemas;0.5;Sim;511.8;583.9;576.3;527.8;160.0;200.0;200.0;180.0;200.0;940.0;627.96;4
2619;Entre 26 e 30 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2616308;Vicência;Inglês;Sem problemas;0.5;Sim;495.5;379.9;397.8;465.1;80.0;100.0;100.0;120.0;100.0;500.0;447.66;4
2620;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2602902;Cabo de Santo Agostinho;Inglês;Sem problemas;0.0;Não;468.4;402.5;435.7;373.3;120.0;120.0;120.0;120.0;100.0;580.0;451.98;4
2621;25 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2614105;Sertânia;Espanhol;Sem problemas;0.5;Sim;489.1;470.6;466.0;499.8;120.0;160.0;120.0;140.0;80.0;620.0;509.1;4
2622;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611606;Recife;Inglês;Sem problemas;9.0;Sim;481.4;693.4;640.6;587.6;180.0;200.0;160.0;200.0;200.0;940.0;668.6;4
2623;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Espanhol;Sem problemas;0.0;Sim;355.6;423.8;441.7;371.3;60.0;120.0;80.0;80.0;120.0;460.0;410.48;4
2624;18 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609600;Olinda;Espanhol;Sem problemas;1.5;Sim;596.6;480.8;614.1;591.7;140.0;200.0;140.0;120.0;80.0;680.0;592.6400000000001;4
2625;Menor de 17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;1.5;Sim;455.7;523.8;528.1;525.9;120.0;100.0;80.0;80.0;80.0;460.0;498.7;4
2626;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2614501;Surubim;Espanhol;Sem problemas;0.5;Sim;350.4;410.6;451.7;412.7;100.0;120.0;80.0;120.0;100.0;520.0;429.08000000000004;4
2627;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2615300;Timbaúba;Espanhol;Sem problemas;0.5;Sim;503.1;443.8;568.1;427.8;140.0;200.0;180.0;200.0;140.0;860.0;560.5600000000001;4
2628;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2601201;Arcoverde;Espanhol;Sem problemas;2.5;Sim;543.6;645.3;683.5;596.9;160.0;180.0;160.0;180.0;160.0;840.0;661.86;4
2629;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;2.5;Sim;464.4;552.6;518.1;523.0;140.0;160.0;160.0;160.0;160.0;780.0;567.62;4
2630;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;0.5;Não;467.7;432.7;594.6;557.9;120.0;120.0;100.0;120.0;140.0;600.0;530.58;4
2631;Entre 26 e 30 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Espanhol;Sem problemas;1.0;Sim;489.1;356.4;349.1;320.8;100.0;200.0;120.0;140.0;140.0;700.0;443.08000000000004;4
2632;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2601102;Araripina;Espanhol;Sem problemas;2.5;Sim;448.1;443.2;441.6;472.7;160.0;200.0;180.0;180.0;200.0;920.0;545.1200000000001;4
2633;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2610707;Paulista;Espanhol;Sem problemas;0.5;Não;469.2;492.8;501.2;521.7;140.0;180.0;120.0;140.0;180.0;760.0;548.98;4
2634;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2616407;Vitória de Santo Antão;Espanhol;Sem problemas;0.5;Sim;444.2;550.0;513.6;519.1;120.0;180.0;120.0;120.0;120.0;660.0;537.38;4
2635;21 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2607208;Ipojuca;Inglês;Sem problemas;1.0;Sim;530.9;642.9;663.5;582.0;120.0;40.0;40.0;100.0;40.0;340.0;551.86;4
2636;18 anos;F;Amarela;Estou cursando e concluirei o EM em 2021;Público;Urbana;2607901;Jaboatão dos Guararapes;Espanhol;Sem problemas;0.5;Sim;432.5;521.7;459.1;480.9;80.0;100.0;80.0;100.0;140.0;500.0;478.84;4
2637;22 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;384.3;534.1;576.9;535.2;100.0;120.0;100.0;120.0;160.0;600.0;526.1;4
2638;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2604007;Carpina;Espanhol;Sem problemas;2.5;Sim;477.5;404.3;466.3;533.4;140.0;200.0;160.0;140.0;180.0;820.0;540.3;4
2639;18 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2610608;Paudalho;Espanhol;Sem problemas;1.0;Sim;380.7;500.2;541.5;438.4;120.0;160.0;140.0;160.0;160.0;740.0;520.1600000000001;4
2640;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611101;Petrolina;Inglês;Sem problemas;0.5;Não;427.5;476.0;488.0;480.3;160.0;120.0;120.0;120.0;100.0;620.0;498.36;4
2641;Entre 31 e 35 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Espanhol;Sem problemas;1.0;Sim;473.5;642.7;651.1;548.8;100.0;120.0;100.0;120.0;140.0;580.0;579.22;4
2642;Entre 31 e 35 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2615706;Triunfo;Espanhol;Sem problemas;3.0;Sim;477.5;605.4;665.7;550.7;160.0;120.0;120.0;160.0;120.0;680.0;595.86;4
2643;17 anos;F;Não declarado;Estou cursando e concluirei o EM em 2021;Público;Urbana;2606101;Glória do Goitá;Espanhol;Em Branco;0.5;Não;424.8;399.1;422.2;421.3;0.0;0.0;0.0;0.0;0.0;0.0;333.48;4
2644;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;2.0;Sim;456.8132609336543;505.00298644136143;463.4;458.4;100.0;140.0;100.0;120.0;100.0;560.0;296.36;2
2645;Entre 31 e 35 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Espanhol;Sem problemas;0.5;Sim;507.4741280383512;419.2493977500661;399.0;392.9;120.0;120.0;120.0;120.0;120.0;600.0;278.38;2
2646;Entre 36 e 40 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2610707;Paulista;Inglês;Sem problemas;0.5;Não;450.8;544.7;530.2;331.9;100.0;120.0;120.0;120.0;80.0;540.0;479.5200000000001;4
2647;22 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;1.0;Sim;648.0;666.1;686.6;696.2;180.0;200.0;180.0;200.0;160.0;920.0;723.38;4
2648;19 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;1.0;Sim;356.2;555.1;544.7;481.8;140.0;200.0;120.0;160.0;160.0;780.0;543.5600000000001;4
2649;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Rural;2610202;Panelas;Inglês;Sem problemas;1.5;Sim;491.5;552.4;394.9;478.0;120.0;160.0;120.0;140.0;180.0;720.0;527.36;4
2650;Menor de 17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2604106;Caruaru;Inglês;Sem problemas;1.5;Sim;511.9;637.2;570.2;565.7;160.0;200.0;120.0;160.0;200.0;840.0;625.0;4
2651;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611606;Recife;Inglês;Sem problemas;4.0;Sim;621.8;719.6;661.8;636.5;160.0;200.0;160.0;200.0;200.0;920.0;711.9399999999999;4
2652;18 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2609600;Olinda;Espanhol;Sem problemas;1.0;Sim;389.1;467.4;466.3;478.2;140.0;140.0;120.0;120.0;100.0;620.0;484.2;4
2653;18 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;0.5;Sim;446.2;482.6;495.9;517.3;120.0;120.0;120.0;160.0;120.0;640.0;516.4;4
2654;20 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;7.0;Sim;467.4;600.4;653.2;499.6;140.0;200.0;140.0;180.0;160.0;820.0;608.12;4
2655;18 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2601904;Bezerros;Inglês;Sem problemas;2.5;Sim;551.0;508.4;512.7;419.3;160.0;200.0;180.0;160.0;160.0;860.0;570.28;4
2656;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611606;Recife;Espanhol;Sem problemas;2.5;Sim;448.5;481.3;553.3;491.6;100.0;180.0;120.0;120.0;180.0;700.0;534.9399999999999;4
2657;Entre 31 e 35 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2609402;Moreno;Espanhol;Sem problemas;1.0;Sim;441.3;440.6;533.1;462.5;120.0;120.0;80.0;120.0;100.0;540.0;483.5;4
2658;Entre 26 e 30 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;452.0;427.1;481.2;498.5;80.0;120.0;100.0;120.0;160.0;580.0;487.76000000000005;4
2659;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2613909;Serra Talhada;Inglês;Sem problemas;0.0;Sim;528.9;374.7;487.7;388.8;120.0;120.0;120.0;140.0;160.0;660.0;488.02;4
2660;22 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2606002;Garanhuns;Espanhol;Sem problemas;0.5;Sim;423.4;401.0;519.1;450.6;100.0;120.0;100.0;120.0;120.0;560.0;470.82;4
2661;Entre 31 e 35 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2602902;Cabo de Santo Agostinho;Inglês;Sem problemas;0.5;Sim;567.6;431.3;652.1;625.2;100.0;200.0;120.0;120.0;160.0;700.0;595.24;4
2662;17 anos;M;Não declarado;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;445.0;470.2;523.6;410.3;100.0;40.0;40.0;100.0;0.0;280.0;425.82000000000005;4
2663;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2610707;Paulista;Inglês;Sem problemas;0.5;Sim;482.5;452.0;505.2;479.1;160.0;180.0;120.0;160.0;160.0;780.0;539.76;4
2664;21 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2608909;Limoeiro;Espanhol;Sem problemas;0.5;Sim;565.4;442.8;479.4;406.7;100.0;120.0;160.0;140.0;180.0;700.0;518.86;4
2665;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;0.5;Sim;454.0;466.5;522.7;437.0;120.0;120.0;80.0;120.0;100.0;540.0;484.03999999999996;4
2666;21 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2601102;Araripina;Espanhol;Sem problemas;0.5;Sim;588.1;696.5;593.7;602.9;140.0;180.0;160.0;200.0;200.0;880.0;672.24;4
2667;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2602100;Bom Conselho;Espanhol;Sem problemas;0.5;Sim;460.0;553.3;497.2;502.9;120.0;200.0;120.0;160.0;160.0;760.0;554.6800000000001;4
2668;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2606606;Ibimirim;Inglês;Sem problemas;0.0;Sim;487.8;568.2;479.0;480.1;120.0;160.0;120.0;140.0;180.0;720.0;547.0200000000001;4
2669;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2612505;Santa Cruz do Capibaribe;Espanhol;Sem problemas;0.5;Sim;520.9;656.2;510.9;555.8;140.0;120.0;120.0;120.0;180.0;680.0;584.76;4
2670;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611606;Recife;Inglês;Sem problemas;2.0;Sim;562.1;502.8;599.2;571.5;160.0;200.0;160.0;180.0;140.0;840.0;615.1200000000001;4
2671;20 anos;F;Não declarado;Já concluí o EM;Não respondeu;Não Consta;2611101;Petrolina;Inglês;Sem problemas;1.0;Sim;489.3;494.2;460.5;443.6;100.0;120.0;100.0;80.0;120.0;520.0;481.5200000000001;4
2672;18 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2601201;Arcoverde;Espanhol;Sem problemas;1.0;Sim;523.6;583.0;603.9;584.7;160.0;180.0;160.0;180.0;200.0;880.0;635.04;4
2673;Entre 51 e 55 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2610707;Paulista;Espanhol;Sem problemas;5.0;Sim;408.9;604.9;558.9;452.6;120.0;200.0;120.0;120.0;140.0;700.0;545.0600000000001;4
2674;18 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Privada;Rural;2606408;Gravatá;Inglês;Sem problemas;2.0;Sim;474.9;517.1;578.1;556.3;80.0;200.0;80.0;120.0;140.0;620.0;549.28;4
2675;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2615706;Triunfo;Espanhol;Sem problemas;0.0;Sim;498.8;515.1;403.2;483.4;100.0;120.0;120.0;120.0;160.0;620.0;504.1;4
2676;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2610905;Pesqueira;Espanhol;Sem problemas;1.0;Sim;501.4;468.6;442.0;501.1;120.0;180.0;120.0;160.0;160.0;740.0;530.62;4
2677;19 anos;M;Amarela;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Inglês;Sem problemas;2.0;Sim;453.0;639.3;515.9;541.7;160.0;200.0;160.0;200.0;180.0;900.0;609.98;4
2678;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2604106;Caruaru;Inglês;Sem problemas;1.0;Sim;424.6;481.2;384.1;444.2;120.0;120.0;120.0;100.0;0.0;460.0;438.82000000000005;4
2679;19 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2601904;Bezerros;Inglês;Sem problemas;0.5;Sim;395.4;376.1;424.9;371.4;80.0;120.0;100.0;100.0;20.0;420.0;397.56;4
2680;21 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;6.0;Sim;708.1;757.5;751.6;659.5;140.0;40.0;180.0;160.0;120.0;640.0;703.3399999999999;4
2681;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Inglês;Sem problemas;0.5;Sim;497.2;599.5;420.6;505.9;100.0;200.0;100.0;100.0;140.0;640.0;532.64;4
2682;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;7.0;Sim;629.8;536.2;597.0;500.4;120.0;200.0;140.0;180.0;160.0;800.0;612.6800000000001;4
2683;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2613909;Serra Talhada;Inglês;Sem problemas;1.5;Sim;565.2;619.8;555.3;559.4;160.0;180.0;140.0;180.0;200.0;860.0;631.9399999999999;4
2684;22 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2603900;Carnaíba;Espanhol;Sem problemas;0.0;Não;361.9;457.9;490.2;508.1;120.0;120.0;140.0;120.0;100.0;600.0;483.62;4
2685;17 anos;F;Amarela;Estou cursando e concluirei o EM em 2021;Público;Urbana;2606408;Gravatá;Espanhol;Sem problemas;0.5;Não;349.0;369.3;392.8;421.7;80.0;120.0;100.0;100.0;60.0;460.0;398.56;4
2686;23 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2613909;Serra Talhada;Espanhol;Sem problemas;1.0;Sim;372.6;403.9;560.4;422.6;120.0;100.0;100.0;100.0;100.0;520.0;455.9;4
2687;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;1.5;Sim;477.0;702.8;664.1;649.7;140.0;200.0;160.0;180.0;200.0;880.0;674.72;4
2688;20 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2616407;Vitória de Santo Antão;Espanhol;Sem problemas;0.5;Sim;423.9;391.1;481.7;442.6;120.0;120.0;100.0;120.0;60.0;520.0;451.86;4
2689;Entre 36 e 40 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;2.0;Sim;407.2;419.0;468.8;480.9;80.0;120.0;80.0;100.0;40.0;420.0;439.18;4
2690;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2616407;Vitória de Santo Antão;Espanhol;Sem problemas;1.0;Sim;453.4;575.2;502.2;467.4;100.0;200.0;140.0;120.0;140.0;700.0;539.64;4
2691;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2603504;Camocim de São Félix;Espanhol;Sem problemas;0.5;Sim;392.3;481.7;480.9;519.8;120.0;120.0;100.0;120.0;100.0;560.0;486.93999999999994;4
2692;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2607208;Ipojuca;Espanhol;Sem problemas;5.0;Sim;435.3;573.9;541.1;509.2;160.0;200.0;180.0;200.0;160.0;900.0;591.9;4
2693;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2608800;Lajedo;Inglês;Sem problemas;1.5;Sim;643.1;711.8;676.3;670.0;160.0;200.0;180.0;200.0;200.0;940.0;728.24;4
2694;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2608503;Lagoa de Itaenga;Inglês;Sem problemas;0.5;Não;402.0;400.2;456.9;421.4;120.0;120.0;100.0;120.0;100.0;560.0;448.1;4
2695;18 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611606;Recife;Espanhol;Sem problemas;1.0;Sim;411.3;369.7;500.8;485.0;100.0;140.0;120.0;120.0;140.0;620.0;477.36;4
2696;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2608503;Lagoa de Itaenga;Espanhol;Sem problemas;0.5;Não;530.6;467.9;520.7;525.0;120.0;140.0;100.0;140.0;200.0;700.0;548.84;4
2697;19 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2616407;Vitória de Santo Antão;Inglês;Sem problemas;0.5;Sim;495.5;674.4;473.7;533.1;140.0;160.0;120.0;160.0;200.0;780.0;591.34;4
2698;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2615300;Timbaúba;Inglês;Sem problemas;1.0;Sim;449.49176856838153;519.8497601544335;453.0;418.8;120.0;120.0;120.0;120.0;120.0;600.0;294.36;2
2699;20 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2600054;Abreu e Lima;Espanhol;Sem problemas;0.5;Sim;401.3;531.5;480.4;422.7;120.0;140.0;120.0;120.0;80.0;580.0;483.18;4
2700;19 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2614600;Tabira;Espanhol;Sem problemas;0.5;Sim;472.8;469.1;416.6;544.9;120.0;120.0;120.0;120.0;120.0;600.0;500.68;4
2701;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2609600;Olinda;Inglês;Sem problemas;0.5;Sim;469.6;506.2;583.2;577.2;100.0;120.0;100.0;100.0;100.0;520.0;531.24;4
2702;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2602209;Bom Jardim;Inglês;Sem problemas;3.0;Sim;723.1;815.3;704.9;642.4;160.0;200.0;180.0;180.0;200.0;920.0;761.14;4
2703;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2612505;Santa Cruz do Capibaribe;Espanhol;Sem problemas;1.0;Sim;512.0;572.0;530.9;536.9;120.0;120.0;100.0;120.0;120.0;580.0;546.36;4
2704;18 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2607901;Jaboatão dos Guararapes;Inglês;Sem problemas;1.5;Sim;440.3;599.8;607.9;501.7;120.0;180.0;140.0;160.0;100.0;700.0;569.9399999999999;4
2705;21 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Em Branco;0.5;Sim;385.8;394.4;460.8;462.7;0.0;0.0;0.0;0.0;0.0;0.0;340.73999999999995;4
2706;17 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Espanhol;Sem problemas;0.5;Sim;506.5;510.0;555.9;491.1;120.0;180.0;120.0;120.0;200.0;740.0;560.7;4
2707;20 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2604205;Catende;Inglês;Sem problemas;1.0;Sim;402.8;440.0;403.0;392.9;120.0;120.0;100.0;100.0;120.0;560.0;439.73999999999995;4
2708;21 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;0.5;Sim;688.1;731.1;737.2;631.2;180.0;200.0;180.0;200.0;200.0;960.0;749.52;4
2709;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2607653;Itambé;Inglês;Sem problemas;1.0;Sim;637.5;675.4;653.3;598.9;160.0;160.0;160.0;180.0;120.0;780.0;669.02;4
2710;19 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;2607653;Itambé;Espanhol;Sem problemas;1.0;Sim;426.9;454.7;493.0;493.0;100.0;140.0;120.0;140.0;120.0;620.0;497.5200000000001;4
2711;18 anos;F;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;2605301;Exu;Espanhol;Sem problemas;0.5;Sim;413.9;390.2;490.8;357.9;100.0;120.0;100.0;100.0;80.0;500.0;430.56000000000006;4
2712;Entre 46 e 50 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2604106;Caruaru;Espanhol;Sem problemas;4.0;Sim;489.8;541.9;390.1;386.1;100.0;100.0;120.0;120.0;100.0;540.0;469.58000000000004;4
2713;20 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2610509;Passira;Espanhol;Sem problemas;0.5;Sim;447.2;507.1;372.2;353.6;60.0;120.0;80.0;80.0;100.0;440.0;424.02;4
2714;18 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Privada;Urbana;2611606;Recife;Inglês;Sem problemas;4.0;Sim;740.6;906.7;695.3;712.4;160.0;200.0;180.0;200.0;200.0;940.0;799.0;4
2715;19 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;2601409;Barreiros;Inglês;Sem problemas;0.5;Sim;496.7;470.8;599.3;530.7;160.0;200.0;140.0;160.0;200.0;860.0;591.5;4
2716;18 anos;F;Amarela;Já concluí o EM;Não respondeu;Não Consta;2601102;Araripina;Inglês;Sem problemas;0.5;Sim;570.4;508.6;555.7;564.0;140.0;200.0;160.0;160.0;200.0;860.0;611.74;4
2717;17 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2611606;Recife;Espanhol;Sem problemas;2.5;Sim;388.7;590.3;400.4;511.5;80.0;120.0;100.0;120.0;80.0;500.0;478.18;4
2718;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;2606002;Garanhuns;Espanhol;Sem problemas;4.0;Sim;510.8;539.2;617.6;464.0;160.0;200.0;180.0;200.0;180.0;920.0;610.32;4
2719;23 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Espanhol;Sem problemas;1.0;Sim;519.4;485.0;677.0;564.9;120.0;80.0;120.0;120.0;100.0;540.0;557.26;4
2720;20 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2604007;Carpina;Inglês;Sem problemas;1.5;Sim;437.5;676.5;611.3;463.6;140.0;120.0;120.0;160.0;140.0;680.0;573.78;4
2721;22 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2609907;Ouricuri;Espanhol;Sem problemas;1.5;Sim;448.7;404.2;521.4;468.5;100.0;120.0;80.0;120.0;120.0;540.0;476.56000000000006;4
2722;Entre 41 e 45 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;2609600;Olinda;Inglês;Sem problemas;0.5;Não;435.5;465.7;614.0;563.9;120.0;160.0;120.0;120.0;40.0;560.0;527.8199999999999;4
2723;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;2613909;Serra Talhada;Espanhol;Sem problemas;0.5;Sim;443.7;421.0;481.7;483.5;120.0;200.0;120.0;120.0;80.0;640.0;493.98;4
2724;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Urbana;2603454;Camaragibe;Espanhol;Sem problemas;0.5;Sim;375.3;372.1;374.9;461.2;100.0;80.0;80.0;60.0;0.0;320.0;380.7;4
2725;Entre 31 e 35 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2611606;Recife;Inglês;Sem problemas;2.5;Sim;585.4;679.5;672.2;547.7;160.0;180.0;160.0;200.0;140.0;840.0;664.96;4
2726;19 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;2603504;Camocim de São Félix;Inglês;Sem problemas;1.5;Sim;508.5;692.4;621.8;547.8;120.0;120.0;120.0;120.0;80.0;560.0;586.1;4
