NU_INSCRICAO;FAIXA ETÁRIA;SEXO;COR/RAÇA;SITUAÇÃO DE CONCLUSÃO;TIPO DE ESCOLA;LOCALIZAÇÃO DA ESCOLA;NO_MUNICIPIO_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NOTA_CN;NOTA_CH;NOTA_LC;NOTA_MT;IDIOMA;STATUS DA REDAÇÃO;NOTA_COMP1;NOTA_COMP2;NOTA_COMP3;NOTA_COMP4;NOTA_COMP5;NOTA_REDACAO;RENDA;INTERNET;PRESENCA;NOTAS
210053133814;18 anos;F;Preta;Estou cursando e concluirei o EM em 2021;Público;Urbana;São Lourenço da Mata;1;1;1;1;489.5;471.3;529.7;499.1;Inglês;Sem problemas;160.0;200.0;160.0;200.0;180.0;900.0;Nenhuma renda;Sim;4;2889.6
210052386579;17 anos;M;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Olinda;1;1;1;1;391.1;545.7;481.0;464.9;Espanhol;Sem problemas;140.0;180.0;120.0;160.0;180.0;780.0;Até R$ 998,00;Sim;4;2662.7000000000003
210052997805;18 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Arcoverde;1;1;1;1;424.7;543.3;542.0;483.8;Espanhol;Sem problemas;120.0;120.0;120.0;120.0;100.0;580.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2573.8
210052491686;19 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;485.6;593.2;517.0;428.3;Espanhol;Sem problemas;140.0;200.0;120.0;140.0;200.0;800.0;Até R$ 998,00;Sim;4;2824.1000000000004
210054267904;18 anos;M;Amarela;Estou cursando e concluirei o EM em 2021;Público;Não Consta;Triunfo;1;1;1;1;433.7;513.5;476.3;459.6;Inglês;Sem problemas;140.0;200.0;160.0;180.0;160.0;840.0;Até R$ 998,00;Sim;4;2723.1
210054223196;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Rural;Vitória de Santo Antão;1;1;1;1;575.8;558.5;528.6;534.8;Espanhol;Sem problemas;100.0;120.0;80.0;100.0;60.0;460.0;Até R$ 998,00;Sim;4;2657.7
210053383495;25 anos;F;Parda;Já concluí o EM;Não respondeu;Não Consta;Lajedo;1;1;1;1;448.5;424.7;401.4;515.9;Inglês;Sem problemas;100.0;200.0;140.0;140.0;200.0;780.0;Até R$ 998,00;Sim;4;2570.5
210053408758;18 anos;F;Não declarado;Estou cursando e concluirei o EM em 2021;Privada;Urbana;Recife;1;1;1;1;422.1;578.4;488.9;444.2;Espanhol;Sem problemas;160.0;180.0;160.0;200.0;200.0;900.0;De R$ 9.980,01 até R$ 11.976,00;Sim;4;2833.6000000000004
210054448581;18 anos;M;Parda;Estou cursando e concluirei o EM em 2021;Público;Não Consta;Águas Belas;1;1;1;1;362.4;423.1;423.9;433.0;Espanhol;Sem problemas;80.0;120.0;80.0;80.0;0.0;360.0;Nenhuma renda;Sim;4;2002.4
210051131905;18 anos;M;Branca;Já concluí o EM;Não respondeu;Não Consta;Jaboatão dos Guararapes;1;1;1;1;585.2;636.9;677.0;755.7;Inglês;Sem problemas;140.0;180.0;160.0;160.0;160.0;800.0;Até R$ 998,00;Sim;4;3454.8
210052695354;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Surubim;1;1;1;1;439.8;509.2;485.8;497.0;Inglês;Sem problemas;140.0;200.0;180.0;200.0;200.0;920.0;Até R$ 998,00;Sim;4;2851.8
210052443962;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Arcoverde;1;1;1;1;521.5;595.1;620.4;576.9;Espanhol;Sem problemas;140.0;200.0;120.0;120.0;80.0;660.0;Até R$ 998,00;Sim;4;2973.9
210053131979;17 anos;M;Preta;Estou cursando e concluirei o EM em 2021;Privada;Não Consta;Cabo de Santo Agostinho;1;1;1;1;455.5;516.3;547.6;623.1;Espanhol;Sem problemas;100.0;140.0;100.0;120.0;140.0;600.0;Até R$ 998,00;Sim;4;2742.5
210053415979;20 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;Carpina;1;1;1;1;606.2;667.3;624.7;682.7;Inglês;Sem problemas;160.0;200.0;180.0;200.0;200.0;940.0;Até R$ 998,00;Sim;4;3520.9
210051719174;19 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;Olinda;1;1;1;1;484.2;578.7;559.8;378.2;Espanhol;Sem problemas;80.0;180.0;100.0;100.0;100.0;560.0;Nenhuma renda;Não;4;2560.9
210054239065;Entre 26 e 30 anos;F;Branca;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;467.9;516.5;409.8;389.5;Espanhol;Sem problemas;120.0;120.0;120.0;120.0;100.0;580.0;Até R$ 998,00;Sim;4;2363.7
210052632084;18 anos;F;Indígena;Já concluí o EM;Não respondeu;Não Consta;Carnaubeira da Penha;1;1;1;1;520.4;522.9;605.7;451.3;Inglês;Sem problemas;140.0;200.0;160.0;160.0;200.0;860.0;De R$ 1.996,01 até R$ 2.495,00;Sim;4;2960.3
210052323302;Menor de 17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Salgueiro;1;1;1;1;382.6;390.1;441.8;558.0;Espanhol;Sem problemas;100.0;100.0;80.0;100.0;60.0;440.0;De R$ 2.495,01 até R$ 2.994,00;Sim;4;2212.5
210052274528;17 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Público;Urbana;Tabira;1;1;1;1;525.7;609.2;545.6;616.9;Inglês;Sem problemas;160.0;200.0;160.0;200.0;180.0;900.0;De R$ 3.992,01 até R$ 4.990,00;Sim;4;3197.4
210051945652;19 anos;M;Parda;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;559.7;632.2;522.5;639.5;Inglês;Sem problemas;140.0;200.0;120.0;160.0;160.0;780.0;De R$ 2.495,01 até R$ 2.994,00;Sim;4;3133.9
210053584270;17 anos;M;Preta;Já concluí o EM;Não respondeu;Não Consta;Recife;1;1;1;1;452.7;486.0;506.0;428.7;Inglês;Sem problemas;80.0;120.0;120.0;80.0;120.0;520.0;De R$ 1.996,01 até R$ 2.495,00;Sim;4;2393.4
210051162552;18 anos;F;Branca;Estou cursando e concluirei o EM em 2021;Privada;Urbana;Recife;1;1;1;1;575.7;657.4;512.5;647.5;Espanhol;Sem problemas;140.0;200.0;140.0;160.0;200.0;840.0;De R$ 9.980,01 até R$ 11.976,00;Sim;4;3233.1
210052370562;19 anos;F;Preta;Já concluí o EM;Não respondeu;Não Consta;Jaboatão dos Guararapes;1;1;1;1;440.5;549.2;464.7;555.8;Espanhol;Sem problemas;100.0;120.0;120.0;120.0;160.0;620.0;De R$ 998,01 até R$ 1.497,00;Sim;4;2630.2
